,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
path.23,28140,28686.5014,29515.23447,30308.11156,31345.65234,29574.54019,30504.58956,28537.14485,31167.34388,32248.35725,32121.2708
path.24,28140,29002.64457,30094.67803,30166.78325,32243.97006,34254.30349,35965.10087,38610.80014,40245.64822,41136.38258,40878.24447
path.25,28140,29992.83387,31551.94343,31642.19313,31620.0274,31300.98828,32897.33051,32366.38081,33585.00305,34879.89839,34687.96181
path.26,28140,27305.05651,27637.26027,27712.91084,28067.56998,28723.31926,30687.32999,31779.11806,30370.38805,31692.4324,31044.51687
path.27,28140,29407.77757,31780.15142,32978.32338,34169.99852,34388.5994,37624.99107,39054.03035,41467.70334,41912.51037,43729.74475
path.28,28140,28942.37814,29201.87567,31107.04505,32844.58934,34209.35606,35564.98576,35168.76428,35054.00492,37308.79242,38030.00015
path.29,28140,28518.95838,29687.96457,28782.63487,28721.58218,27738.84318,30429.34551,31548.56687,31222.10738,30650.35042,30463.23575
path.30,28140,28777.60857,29094.16637,29506.15007,29591.18647,29546.45213,30227.08217,32357.17152,32641.23577,31781.09752,30816.63492
path.31,28140,29174.83337,31394.52697,32546.63325,33641.30892,34330.03405,34814.64509,34371.58825,34998.88347,36372.35992,39009.26681
path.32,28140,26768.4647,27106.58457,29818.78993,31534.26015,32835.89469,33074.99212,32136.82727,32613.58601,32653.56984,31824.83048
path.33,28140,29114.37737,28279.12127,28640.59061,27918.21934,27451.80583,27722.81894,28671.49839,29697.99764,28457.69033,28706.23103
path.34,28140,29091.18575,29106.42224,29014.92228,29726.6578,29391.8824,30841.00686,31804.7727,31676.75341,32996.52985,34289.14279
path.35,28140,27615.99107,27603.37156,28404.40302,29003.54884,30803.31405,27697.00161,28707.3557,28781.79784,31114.27067,33091.64429
path.36,28140,27499.91706,28969.15013,30746.79705,30810.75597,31914.31699,31591.70655,35413.92672,35607.64595,34367.16065,35690.55523
path.37,28140,28542.86952,28671.68858,30637.7659,31314.89228,32642.29602,32631.41787,33144.33794,34121.23087,33781.92089,34165.3621
path.38,28140,28993.17529,29642.92938,30765.0325,30888.23031,32201.49887,32665.77573,36208.12865,36902.94784,39708.8689,42903.58074
path.39,28140,28067.70239,28172.96745,29048.619,29803.93291,27719.97219,28556.19836,27272.86382,28538.02136,26569.9844,29149.81911
path.40,28140,29378.1504,29861.74688,31154.9485,33074.11557,33874.03784,35629.83641,36616.1812,40657.64352,41603.02821,38986.52689
path.41,28140,28892.99826,28917.81739,29366.87846,30580.2325,31059.21448,32616.70093,33386.91712,35165.3464,35735.07219,37440.50258
path.42,28140,28912.32444,29734.05245,30697.18523,31817.83406,29729.62898,30494.17268,33323.84156,35039.88986,35884.13251,37290.98223
path.43,28140,28242.09247,28261.11665,28230.59062,29290.78121,30920.1855,33394.83037,34046.15134,34624.91397,35108.98875,35198.74066
path.44,28140,29225.09687,29290.95593,30934.41315,31046.29652,30917.11232,30803.75388,30261.53817,28514.63157,28700.23231,29596.62901
path.45,28140,28536.55211,29630.47937,31708.28293,33697.49316,34168.60958,35853.94431,35662.00618,36686.60841,35016.70951,37742.55981
path.46,28140,27908.17353,28310.80402,27980.51359,28382.47489,29598.94252,30024.74647,30603.32479,32143.50938,32658.90399,34149.78699
path.47,28140,29409.31448,30522.75227,31977.63985,32827.64867,30747.18701,31892.10419,32229.46135,33035.47627,34429.7627,37206.47573
path.48,28140,28644.9494,29428.24321,29085.19135,28822.07922,31665.97792,30303.12776,30372.50701,31447.97407,31008.86979,33205.20986
path.49,28140,28118.27092,28501.99233,29803.79953,32385.71366,33274.02929,33526.21227,34628.7693,36104.11749,35942.23459,36155.78806
path.50,28140,27024.16339,27415.31947,28149.68271,29809.28819,32980.71864,34221.76421,36522.3584,35257.99988,34747.07721,34213.02785
path.51,28140,29433.59753,30482.64167,33852.64847,36117.3269,36957.55027,40240.05847,40094.91497,42825.09462,42069.82264,41868.25228
path.52,28140,28331.38851,28737.15921,31061.37096,32818.65304,32448.23146,32513.39724,32212.45521,32480.84498,32496.37698,33346.07714
path.53,28140,28570.2735,30427.62916,30972.01424,30526.56004,30633.19432,32933.974,33133.22866,34865.4839,35785.63515,33966.73665
path.54,28140,28475.76737,30290.85726,30197.03243,29536.79518,31779.23668,34204.68955,34319.37143,34301.16137,34813.43394,34967.97733
path.55,28140,28068.31071,28032.07276,28666.87493,29267.89048,30846.06977,29818.47587,31270.94873,30966.50162,31417.98678,32588.45115
path.56,28140,29290.28574,29193.81682,30271.60631,30885.04962,32026.8329,34712.88526,36071.58674,37252.21376,39436.5899,42149.70661
path.57,28140,28884.30786,28599.42333,29714.03833,29526.50714,30258.81363,31604.4382,31921.7938,32509.05725,31743.283,32407.18453
path.58,28140,28787.42099,29985.24296,30944.84912,31065.75189,32964.23686,31235.34028,31804.06287,32611.85622,34532.41932,38019.47677
path.59,28140,27499.97659,27730.67156,28792.29218,29484.76595,31448.79547,34968.57013,35888.33045,34308.87348,33377.85531,34196.16126
path.60,28140,29200.19921,30878.85274,32299.11882,33217.97979,34084.94886,33507.17522,33611.08589,32523.4728,32098.22374,32623.35287
path.61,28140,28071.71133,27676.43554,27397.00551,28185.51073,29284.49018,31124.89875,32953.78368,33143.88624,33888.20047,34376.32337
path.62,28140,27871.00521,28562.34899,28869.24307,30217.10661,29674.05527,32174.98722,32846.5258,34858.57409,37442.77517,38368.92541
path.63,28140,27862.75514,28287.23305,30897.45429,30921.56485,30777.36275,31355.55527,32063.86613,31845.45304,30919.22122,32158.24079
path.64,28140,27985.87935,28539.44323,31332.69034,32976.75862,32918.99587,32613.67252,34489.52152,35245.48658,36987.91921,37654.86608
path.65,28140,29260.18623,29133.32779,29532.36249,28042.1673,29281.691,29906.7264,31365.07844,31793.82339,33210.8703,36679.0087
path.66,28140,28793.35503,28709.09005,30016.5258,30589.58294,31486.69147,32811.19335,34377.25308,35228.18621,34946.07794,35381.02513
path.67,28140,30070.40495,30694.84102,30753.47586,30422.8048,30015.08985,29676.37308,30278.92859,29186.67658,28037.77318,28184.70911
path.68,28140,28877.14796,29523.462,29323.33782,30758.09164,30744.08315,30652.0915,31434.79186,32309.29177,33630.71936,34080.87581
path.69,28140,28793.76243,28377.75569,29376.3018,29970.47886,30858.19041,31652.29318,31405.68333,32679.43849,34681.97663,34533.48683
path.70,28140,29526.58559,31203.9882,32249.62152,30607.94503,31933.09991,32640.39034,33799.35543,37221.60212,36260.78213,37709.726
path.71,28140,28027.9588,26471.26247,28392.39783,29388.71929,29371.60633,31531.06445,31348.32341,32965.34417,34389.30447,36257.79797
path.72,28140,28685.9849,28559.69998,29634.52421,30088.43931,29090.459,29213.80217,30197.49716,31465.4442,33330.63926,34530.43693
path.73,28140,27657.27829,27856.31435,29269.90565,28996.71779,30714.01915,32726.21939,35216.36826,37238.95346,36993.01009,36878.54359
path.74,28140,27066.32502,27574.30834,27479.83017,28962.16067,29986.99247,30373.46858,30345.47489,31872.6011,33844.00118,36044.63617
path.75,28140,27847.31416,27211.82467,28367.49512,28057.20014,28609.24919,29222.16954,31366.50763,31470.69194,32024.6365,32135.7549
path.76,28140,29194.26246,30132.89321,29941.62801,31474.74053,32772.42536,32788.52718,33119.34194,32640.64213,33508.70901,33146.69501
path.77,28140,29255.01958,30412.74596,30626.35692,31008.17067,31085.61129,31275.11486,31339.50224,31270.10852,30699.78949,31628.10352
path.78,28140,29511.21648,30606.42077,31002.97562,32030.8568,33309.37707,33504.63549,34910.28601,34926.36085,37927.55159,39697.6005
path.79,28140,29680.11734,30632.08107,31351.85482,30835.88476,31524.05785,33224.38415,35144.66412,36042.04326,37060.65977,37908.4273
path.80,28140,27599.54606,27295.27685,28273.82425,28654.61013,27961.41477,28819.05663,29449.80017,30190.47718,30511.25275,30691.82546
path.81,28140,29537.88178,30008.92288,31044.80721,30406.72294,31632.03534,33227.33324,33652.73776,32473.52147,32665.0929,33633.09695
path.82,28140,28928.10829,28306.16667,29717.08312,29371.45624,30580.29054,29623.65928,30895.19684,30208.80499,30845.29756,31257.87867
path.83,28140,27685.02148,28557.82856,29262.52231,30232.38619,30309.85054,31040.66865,31639.63557,32694.57539,32854.59423,32477.40043
path.84,28140,30221.87905,31187.05438,31031.47925,30528.81679,30003.05503,29373.02086,29829.4272,30362.66066,30749.66421,31466.16136
path.85,28140,31747.31005,33971.36037,31895.97153,31102.13523,31066.01236,30125.95618,31139.32057,32191.92213,33975.29729,33864.33384
path.86,28140,28182.88763,27901.95342,28100.57229,26998.24076,27338.7601,27824.41591,28390.41548,28522.84695,28151.90143,29130.70087
path.87,28140,27177.41194,27088.43728,29081.81113,31340.38101,29851.89659,31223.07439,31263.79837,30250.87173,29139.46494,29220.93586
path.88,28140,30024.47601,31002.22099,32447.37067,32738.602,33235.02119,33738.00179,36518.46109,38389.30901,41689.813,41741.33349
path.89,28140,29192.14251,28735.27346,31601.4977,31870.96711,31311.4481,33090.11296,33735.53754,34123.83039,35740.94824,38911.60106
path.90,28140,28432.4967,29503.95512,30431.98834,31989.2849,32136.98422,32730.26659,33091.24767,31367.40903,35337.66403,39098.70159
path.91,28140,28648.52608,29697.56321,29639.21529,28520.13534,31724.78447,30467.69,28860.23044,29793.86118,29637.99629,31182.6633
path.92,28140,29034.90292,30895.14563,30419.19955,30127.63926,29582.78011,31582.12445,32929.63917,32558.86222,34379.165,35510.78838
path.93,28140,30264.4088,32449.3431,33291.14215,35835.12608,36382.7405,37039.15094,36538.87235,36914.41015,37066.74251,38738.99423
path.94,28140,28316.71776,28476.11997,30127.88006,31216.41764,31834.40833,35044.1598,37900.64011,38256.16606,37307.20796,38952.36314
path.95,28140,28978.73862,28457.02307,29193.30527,29317.76459,30531.34314,31242.70001,32109.98005,31825.43998,32289.7898,32814.62817
path.96,28140,28509.38669,27482.68078,26965.46163,28609.96859,30679.05186,32335.62483,31639.74363,29563.26583,30848.60523,31975.14671
path.97,28140,30570.33591,29939.2871,30541.03533,30554.5179,31405.6168,31671.61101,32540.8196,33565.16944,33923.00155,33433.07278
path.98,28140,29182.55316,31407.50764,30270.72446,30681.86835,32830.44788,32109.30867,33780.05001,36027.77206,36782.25604,37174.11844
path.99,28140,29323.17195,30634.78954,32650.07978,32626.72664,34203.82651,34142.06152,33210.71918,31665.2,32565.55259,33388.87161
path.100,28140,27896.7754,27732.58957,30023.26002,29536.95993,30199.42669,32512.74545,33981.52481,32927.20264,35156.67524,35969.66571
path.101,28140,26992.43476,27794.6077,26865.45596,27392.67238,29440.93405,30587.84374,32502.53695,35513.85433,35413.49434,37076.65875
path.102,28140,29398.30159,30456.11581,31984.08897,31890.11145,30487.41127,32644.425,33330.87935,34579.23076,35408.81372,37164.93397
path.103,28140,27234.46259,26967.35002,27346.49109,26216.43998,27618.3483,27077.64894,28134.61158,28026.03377,27889.76551,27895.0111
path.104,28140,28380.87965,30215.93267,32111.54961,33302.48881,31839.80392,33143.09026,34466.29996,34370.19686,35480.0868,35951.05477
path.105,28140,28308.53044,27402.91416,28276.30983,28961.17878,29989.78308,32307.81174,33674.7777,33471.20092,34461.66579,36502.65001
path.106,28140,28959.0802,31522.01974,30487.59559,30353.31732,33654.23535,34272.84271,34276.04797,35523.41775,34686.6345,34961.74179
path.107,28140,29349.65779,30063.79926,31181.3815,31941.01837,31066.20111,31899.02367,32557.35228,33444.82165,33267.96687,35851.75323
path.108,28140,29795.84688,30559.36286,32033.04835,32573.07311,33441.35609,35103.20373,35293.66528,36544.0752,40459.67848,40060.89105
path.109,28140,29750.69116,29656.00667,30680.59518,30547.30024,31444.59615,32551.71327,35040.42525,35490.28663,35573.81638,37982.59312
path.110,28140,30300.09015,29626.14083,29202.3932,27902.63349,28673.59898,30143.98148,29688.02816,31069.73096,31436.04989,31940.7413
path.111,28140,28795.50213,28495.71873,27545.08197,30091.69577,31106.00811,32755.90008,32540.59673,33979.04442,37735.81138,35265.56433
path.112,28140,28740.77956,29929.54443,30650.09221,31454.37596,32341.04109,32877.3263,32142.37044,33078.16383,34794.51335,35546.94513
path.113,28140,30475.46719,32391.21007,32734.80277,31982.61933,35794.33026,36048.96518,36587.85873,36530.34009,39753.55639,42241.26778
path.114,28140,27312.45544,25003.817,25566.73476,27843.96553,28332.98242,28763.72745,28150.21657,29377.51346,28919.97404,30177.05459
path.115,28140,27170.45136,28252.91419,29739.2196,32347.169,32290.11254,33618.97375,33869.76476,35367.8642,34697.43125,36921.21949
path.116,28140,27643.16576,26746.62506,27992.82263,27151.25792,28840.37182,29734.88497,30470.64304,33001.68588,34091.88076,36572.03074
path.117,28140,29032.50173,29703.17168,30261.57904,31536.50607,32030.81228,31793.01084,32413.64453,33525.88885,34506.64463,35857.25397
path.118,28140,28803.9211,30460.51837,29860.77043,29892.87251,30568.89762,31054.01686,31314.862,33641.13197,36570.104,36372.6706
path.119,28140,27543.88885,26116.91752,26791.79653,26820.56951,26948.41095,26562.1651,25708.77341,27323.51908,28404.02002,29626.69608
path.120,28140,27456.58462,28447.95513,31028.04779,32506.03682,33521.35124,31265.2272,32054.42373,33538.03599,34647.05645,36353.82327
path.121,28140,29006.59202,27712.30674,29924.18131,32484.98624,33198.11198,33349.28365,34557.01263,34993.93931,37440.82033,39203.77676
path.122,28140,28590.37409,30032.34431,30340.46395,29450.32315,28122.17333,27799.3982,28224.79113,28847.03515,27598.91825,27895.76442
path.123,28140,28773.73177,31159.47457,31573.41354,33272.62906,33762.68663,33393.51943,34796.99526,35956.80385,38164.53424,39384.07295
path.124,28140,28329.45813,29129.85676,30096.80872,32725.46616,32954.15678,33387.57782,34096.26234,36730.60881,40472.53947,38667.00578
path.125,28140,29984.8195,28219.43837,28395.48765,29565.57739,31455.34777,31334.15622,31392.73104,34740.92826,35721.12854,39427.52752
path.126,28140,28971.33702,27830.11729,27391.54579,28051.79004,26924.58356,27617.99982,29383.47408,28710.90919,29746.51348,30414.52472
path.127,28140,29845.54817,29859.38753,31208.15142,32582.18397,33795.73886,34185.11328,36076.64616,34469.35047,35881.96986,38239.10125
path.128,28140,28319.69611,28190.32764,28590.61338,30216.62522,31947.32416,33015.11588,31824.09256,32896.99728,35051.73387,36047.06655
path.129,28140,29664.57507,30623.72902,31204.00543,29852.26788,30221.47435,29500.40033,31701.27446,30592.23059,32001.53059,32652.54134
path.130,28140,28911.66311,28341.53103,29054.70964,29777.53905,30261.44483,30852.66247,31834.87144,30030.65429,29495.83777,30966.29733
path.131,28140,28893.11261,29904.18428,30240.68079,31669.30154,30774.02704,32973.08587,34661.43132,37114.41045,36921.51371,37727.70659
path.132,28140,28926.75375,29055.64298,29901.68019,30174.48929,29974.62784,30773.9569,30113.18874,32575.46349,35303.20043,36121.28661
path.133,28140,28779.3342,28873.40496,29785.37708,28055.53797,28663.06388,28121.32411,29017.88525,29151.48457,29687.27804,31038.49911
path.134,28140,28950.87075,29579.68015,31001.85299,34059.52796,33469.88516,32760.66338,36203.32048,36763.2413,37337.08327,38109.84345
path.135,28140,29910.84913,31564.39473,33793.862,32367.80069,35584.72404,36786.55426,36787.14026,37865.52968,40919.6127,42088.50721
path.136,28140,28622.89835,29647.95334,26863.24351,28318.98752,29778.31037,30349.33308,30557.59878,29785.77711,29837.57638,29942.61107
path.137,28140,29846.18928,31080.23055,32826.97189,32280.88779,30497.57856,33235.7465,33434.88713,35254.20275,37128.95176,38169.2321
path.138,28140,30477.74317,30524.0363,31443.5728,30964.83109,29375.79427,30350.99478,31098.40982,31874.81038,32671.35172,33036.78277
path.139,28140,29928.70214,31297.05432,32173.31054,34199.09051,34794.95179,36966.17966,37435.47995,39948.72796,37454.21846,38034.96436
path.140,28140,29834.70837,30343.64602,33048.55553,34295.07451,34800.90844,35754.19171,35542.05288,37178.80433,38824.6996,40128.62866
path.141,28140,29935.90004,30913.29314,32146.89169,33297.45505,34670.22588,35688.18524,36923.09233,37195.0712,37861.84823,39228.83364
path.142,28140,27959.32853,29965.65237,29774.76206,29562.39457,30435.79178,30797.01359,30777.70039,32143.52865,33004.64215,33183.44572
path.143,28140,30244.76735,31413.12757,31857.90292,31839.39884,32646.41445,32589.96045,34655.98453,36403.3383,36525.5001,35172.35862
path.144,28140,29142.48105,30832.97212,30312.49185,32005.41847,35149.0793,38105.30632,37577.67456,39623.4781,41783.78852,42677.94624
path.145,28140,29255.58961,30297.9837,30373.54593,32132.96336,33800.23217,35614.51497,36209.59443,34883.62207,34073.47679,35350.45859
path.146,28140,27419.27106,28929.81118,29769.8657,30513.109,30059.09282,29788.61239,29957.09824,30721.20592,30811.84902,30345.45503
path.147,28140,29943.70304,29944.4112,29971.04983,29649.06195,29661.17891,29158.86256,29791.12788,31290.55808,31140.21882,29874.18032
path.148,28140,28142.12739,28572.95094,28456.95572,28777.43757,30361.97375,31672.82575,30773.06994,32398.04569,34338.28658,34547.02508
path.149,28140,27202.64713,26038.00086,26592.92375,28078.22932,29110.45497,30410.1173,30922.25334,30910.62713,30957.82918,33914.5047
path.150,28140,28641.36817,30595.8994,31381.31021,33502.72255,33929.99914,35486.68282,35948.38584,38208.10128,38649.62325,39506.06283
path.151,28140,29210.26798,30136.34376,31537.55747,33525.6946,34859.28607,32566.31299,32245.3283,33764.78888,35442.87948,35860.69144
path.152,28140,29053.72142,29388.9089,28276.77497,28029.78384,28060.15625,28806.3494,29782.7052,28419.10539,29751.34667,30849.05397
path.153,28140,30654.28784,31672.0001,32937.99167,33723.29046,33685.71729,34047.67289,37067.80211,36829.52841,36946.2426,36877.71871
path.154,28140,30282.13102,30105.68318,30623.65583,32633.48816,33215.7381,34778.31653,33782.25038,31466.86756,30915.32291,33022.17536
path.155,28140,27497.8263,28893.26906,29445.81112,29378.11448,30336.54788,30863.64191,30197.32989,29127.79184,30089.67258,29711.3399
path.156,28140,28815.43442,31527.99214,30505.77202,31778.76912,33211.40198,33823.28264,34104.70684,36413.21355,35360.39244,35109.97966
path.157,28140,28157.26896,29564.0866,29242.23496,28958.72488,30177.38315,30391.34687,29949.14643,31561.04595,32419.53431,31163.3058
path.158,28140,27946.44829,26869.00918,26955.08661,27519.88026,28026.50606,27239.72862,27653.96391,28133.24481,30503.70873,33414.85374
path.159,28140,30566.99254,30141.43247,30751.54603,31681.22406,33049.96242,33306.72882,33248.71311,32935.61207,35097.21077,36911.41756
path.160,28140,28663.02358,29406.21579,29501.33182,29432.23835,30546.90701,32596.01835,32310.16964,34128.25212,34801.20076,34150.57447
path.161,28140,27425.84998,27392.52303,28459.02952,29389.50932,29695.74618,29951.70456,31646.25906,32154.47678,34934.84907,36710.18889
path.162,28140,31315.38181,31287.59654,28868.42121,30058.03251,32274.70055,30148.90052,29449.80572,31779.18297,33067.33055,33840.38998
path.163,28140,27780.11707,28149.69475,28768.11967,30470.16058,32141.32868,33797.47413,35437.46201,36482.98149,38206.96842,37856.90313
path.164,28140,29092.87752,27578.70013,26403.82856,27427.45324,28543.77401,30982.81979,32337.20694,33114.61897,33798.79979,34164.31211
path.165,28140,27699.5057,27859.2086,29078.61036,30783.73093,32986.42918,33406.25103,34310.62006,36186.67807,38373.85789,37950.01538
path.166,28140,31440.0829,31336.28754,33028.21935,34281.4861,36868.44104,38866.3834,37378.03329,40201.37849,42967.7352,44914.77791
path.167,28140,26751.09169,27106.03604,27587.08557,28258.66568,28949.10259,30169.20447,31827.71356,32914.51206,31632.0175,31656.57128
path.168,28140,29674.43827,31028.66304,31623.05788,32918.60456,32688.07153,31598.38996,33545.3585,32511.76447,32035.48792,32302.26703
path.169,28140,28089.77696,28114.09584,28837.9827,28959.90955,29603.45415,29807.55028,30552.7182,33492.255,33819.50803,35314.73904
path.170,28140,29147.12258,31098.65936,31497.5415,30649.7594,31578.61334,32954.68889,33673.9758,36256.81861,38413.27471,39912.82897
path.171,28140,27970.59468,28340.11846,27938.02196,29188.24111,30825.65265,34646.52887,36085.49461,37140.64453,40569.89173,40811.1715
path.172,28140,28960.43785,30153.26365,32847.39483,32715.38293,33255.93056,34979.38273,35098.50686,38439.5279,37679.65426,39524.65338
path.173,28140,28974.17688,31062.25793,31720.13143,32166.50674,34151.47529,34775.25853,35407.44908,35474.78073,36965.77267,36158.08378
path.174,28140,27888.03905,28880.72952,30217.0204,31516.53996,33682.25493,34218.97631,34724.24148,35941.22583,37985.63337,39815.04828
path.175,28140,26695.47393,27346.42775,28855.9211,28510.853,28764.06036,28879.88572,30147.45979,29447.60805,29162.90977,30570.63553
path.176,28140,28058.16815,28703.24411,28319.79238,30521.46764,31197.01108,32131.71949,32314.66876,33000.90112,32765.3557,33922.5054
path.177,28140,28985.37981,30486.60338,29651.78219,29151.30953,30610.70955,32326.42161,33826.70881,35110.76707,35967.1144,36184.70543
path.178,28140,29447.80563,30017.22144,29348.74033,30679.13306,33967.69052,34091.22835,35340.8244,36000.22794,36644.7079,37801.65749
path.179,28140,27429.33195,28807.53065,30098.81688,29647.60291,29758.596,31775.27479,33244.44971,35738.5419,36472.05507,38462.53077
path.180,28140,28856.35896,28733.73867,28488.61136,30066.76386,30768.96818,31851.19873,32046.7358,31611.10486,33568.25458,34632.50853
path.181,28140,29418.47486,33249.00021,33467.89575,32608.61297,33591.57033,35378.83186,34762.03298,34841.79753,35154.50927,34287.17616
path.182,28140,28911.47873,30318.95996,30332.54085,30773.59894,33544.8468,35047.51804,36641.21973,35157.30251,36358.41785,37641.83886
path.183,28140,29148.02753,28628.77454,27762.18765,28342.55937,30509.85964,32388.17237,34489.07662,34523.92447,34650.96754,36852.01136
path.184,28140,27774.37914,28247.6881,28500.94202,27965.18537,27875.47421,28305.18239,30218.26228,30299.22288,32492.75648,32552.5085
path.185,28140,29852.73363,31138.95809,31313.64175,30540.71878,33478.42971,33450.84226,35595.4859,36746.25102,36683.89304,38664.93957
path.186,28140,28673.09142,30357.77795,31148.88326,32573.32395,32732.68873,34096.60823,36681.12498,39953.52086,38832.77226,40389.11445
path.187,28140,29018.3119,29268.29433,30052.174,29912.28802,30735.69618,32308.89912,32481.53861,31234.25871,31255.16669,31676.15919
path.188,28140,29206.43098,30729.20818,31725.05843,33230.15002,33890.2348,36350.12529,37447.67162,36358.25474,37534.29924,37053.78535
path.189,28140,28287.97119,29055.211,29442.1666,30450.42757,30968.76999,32604.50035,35163.00349,37668.82912,39772.34781,40779.24825
path.190,28140,29041.39202,29914.07447,29316.75663,29358.37609,29912.74193,29131.12846,30577.8461,30784.19375,29408.04547,28900.13081
path.191,28140,27450.70159,30663.33144,33279.55112,33510.07785,34586.23937,36604.08969,38504.30168,41791.80544,42366.90164,45081.63885
path.192,28140,28940.67717,29656.829,29056.16947,28959.20332,29102.72501,29466.3173,31521.82602,31316.26313,32784.71922,32989.24137
path.193,28140,29880.37175,30708.80971,31377.72345,33022.08165,35857.12157,37442.96489,37920.03934,38089.79505,37763.57337,39821.11495
path.194,28140,29396.10995,30571.02591,30958.61786,31823.50742,33654.47457,34157.84474,32821.72498,32953.80622,33451.6085,33278.57251
path.195,28140,29618.84234,31593.55224,32974.14638,33500.46878,35135.26635,34262.88951,34498.52802,35487.15164,33135.05806,33769.37402
path.196,28140,30316.43689,30337.6532,31939.92364,32711.86089,33922.99284,34769.5394,35937.46375,38081.08854,39652.06607,39116.22535
path.197,28140,30866.06822,33133.51595,31148.5178,31064.82804,32256.16208,32953.03604,33961.2033,36161.67548,35484.1057,36627.64523
path.198,28140,27991.90735,28754.4051,28201.47198,28670.19361,30413.17909,33019.13179,34299.49193,35060.59137,38241.47753,37287.4598
path.199,28140,28746.92145,29191.13636,28829.01813,28944.69746,29045.18899,27726.1959,27804.8816,26913.30742,25710.36408,25817.33615
path.200,28140,27259.79372,28000.99314,28591.35534,30598.06337,31551.09453,30116.20439,30037.63683,30854.62351,31359.54708,31012.88506
path.201,28140,28798.05362,30281.93093,28048.99514,27110.35473,27806.00923,28809.60417,28997.61999,30046.89062,32187.27522,33748.70096
path.202,28140,29874.75157,30164.63056,31295.69981,30919.11764,29634.86201,32007.40066,32822.52896,33785.52443,35238.73887,37121.05654
path.203,28140,28551.8827,29973.23963,28221.96159,29539.76569,29508.29583,31091.39913,31798.92986,31353.10909,29996.725,31494.51248
path.204,28140,29455.44684,31039.79242,32547.9373,33941.86062,32441.67859,34351.27698,35912.88799,35935.4942,37669.07734,35341.63768
path.205,28140,27977.80233,29255.29344,30409.93624,30968.97108,33809.05568,34878.6828,37310.93948,38534.22693,39313.67475,41767.51266
path.206,28140,28986.80628,28942.43428,30468.75961,31991.0523,31986.39074,32493.75954,33565.94991,36120.85557,37286.9615,37716.95545
